nation,nation_code,period,date,metric,value,unit,source
Northern Ireland,NIR,2010-05,2010-05-31,ae_4hr_pct,82.77355934339457,percent,Department of Health (NI)
Northern Ireland,NIR,2010-06,2010-06-30,ae_4hr_pct,85.6242925340814,percent,Department of Health (NI)
Northern Ireland,NIR,2010-07,2010-07-31,ae_4hr_pct,86.05204995973752,percent,Department of Health (NI)
Northern Ireland,NIR,2010-08,2010-08-31,ae_4hr_pct,84.71938817830423,percent,Department of Health (NI)
Northern Ireland,NIR,2010-09,2010-09-30,ae_4hr_pct,83.12952976333597,percent,Department of Health (NI)
Northern Ireland,NIR,2010-10,2010-10-31,ae_4hr_pct,82.30862068965517,percent,Department of Health (NI)
Northern Ireland,NIR,2010-11,2010-11-30,ae_4hr_pct,82.3195924038907,percent,Department of Health (NI)
Northern Ireland,NIR,2010-12,2010-12-31,ae_4hr_pct,77.76027836278729,percent,Department of Health (NI)
Northern Ireland,NIR,2011-01,2011-01-31,ae_4hr_pct,77.49446657813192,percent,Department of Health (NI)
Northern Ireland,NIR,2011-02,2011-02-28,ae_4hr_pct,76.35910130194063,percent,Department of Health (NI)
Northern Ireland,NIR,2011-03,2011-03-31,ae_4hr_pct,82.03903348765684,percent,Department of Health (NI)
Northern Ireland,NIR,2011-04,2011-04-30,ae_4hr_pct,83.62543815723585,percent,Department of Health (NI)
Northern Ireland,NIR,2011-05,2011-05-31,ae_4hr_pct,82.18232269648249,percent,Department of Health (NI)
Northern Ireland,NIR,2011-06,2011-06-30,ae_4hr_pct,82.51706242595156,percent,Department of Health (NI)
Northern Ireland,NIR,2011-07,2011-07-31,ae_4hr_pct,83.48872488026045,percent,Department of Health (NI)
Northern Ireland,NIR,2011-08,2011-08-31,ae_4hr_pct,82.6664192449138,percent,Department of Health (NI)
Northern Ireland,NIR,2011-09,2011-09-30,ae_4hr_pct,81.34639652271453,percent,Department of Health (NI)
Northern Ireland,NIR,2011-10,2011-10-31,ae_4hr_pct,80.13939117306275,percent,Department of Health (NI)
Northern Ireland,NIR,2011-11,2011-11-30,ae_4hr_pct,81.31839056564549,percent,Department of Health (NI)
Northern Ireland,NIR,2011-12,2011-12-31,ae_4hr_pct,77.63047937400289,percent,Department of Health (NI)
Northern Ireland,NIR,2012-01,2012-01-31,ae_4hr_pct,76.62068965517241,percent,Department of Health (NI)
Northern Ireland,NIR,2012-02,2012-02-29,ae_4hr_pct,73.24931767809059,percent,Department of Health (NI)
Northern Ireland,NIR,2012-03,2012-03-31,ae_4hr_pct,76.01927662625691,percent,Department of Health (NI)
Northern Ireland,NIR,2012-04,2012-04-30,ae_4hr_pct,78.78734091836915,percent,Department of Health (NI)
Northern Ireland,NIR,2012-05,2012-05-31,ae_4hr_pct,78.86494836978616,percent,Department of Health (NI)
Northern Ireland,NIR,2012-06,2012-06-30,ae_4hr_pct,80.82629895664027,percent,Department of Health (NI)
Northern Ireland,NIR,2012-07,2012-07-31,ae_4hr_pct,82.20438906780704,percent,Department of Health (NI)
Northern Ireland,NIR,2012-08,2012-08-31,ae_4hr_pct,82.57202617907024,percent,Department of Health (NI)
Northern Ireland,NIR,2012-09,2012-09-30,ae_4hr_pct,81.68820552067208,percent,Department of Health (NI)
Northern Ireland,NIR,2012-10,2012-10-31,ae_4hr_pct,80.74103393680733,percent,Department of Health (NI)
Northern Ireland,NIR,2012-11,2012-11-30,ae_4hr_pct,78.17645034503994,percent,Department of Health (NI)
Northern Ireland,NIR,2012-12,2012-12-31,ae_4hr_pct,75.3928139764861,percent,Department of Health (NI)
Northern Ireland,NIR,2013-01,2013-01-31,ae_4hr_pct,76.25874568365484,percent,Department of Health (NI)
Northern Ireland,NIR,2013-02,2013-02-28,ae_4hr_pct,74.92030557389418,percent,Department of Health (NI)
Northern Ireland,NIR,2013-03,2013-03-31,ae_4hr_pct,71.2601505851258,percent,Department of Health (NI)
Northern Ireland,NIR,2013-04,2013-04-30,ae_4hr_pct,72.12434183880113,percent,Department of Health (NI)
Northern Ireland,NIR,2013-05,2013-05-31,ae_4hr_pct,80.06238844312476,percent,Department of Health (NI)
Northern Ireland,NIR,2013-06,2013-06-30,ae_4hr_pct,81.504981736491,percent,Department of Health (NI)
Northern Ireland,NIR,2013-07,2013-07-31,ae_4hr_pct,80.13238664593784,percent,Department of Health (NI)
Northern Ireland,NIR,2013-08,2013-08-31,ae_4hr_pct,79.73769944031409,percent,Department of Health (NI)
Northern Ireland,NIR,2013-09,2013-09-30,ae_4hr_pct,80.31246773805017,percent,Department of Health (NI)
Northern Ireland,NIR,2013-10,2013-10-31,ae_4hr_pct,80.99197247706422,percent,Department of Health (NI)
Northern Ireland,NIR,2013-11,2013-11-30,ae_4hr_pct,80.13953741892112,percent,Department of Health (NI)
Northern Ireland,NIR,2013-12,2013-12-31,ae_4hr_pct,76.26459850700184,percent,Department of Health (NI)
Northern Ireland,NIR,2014-01,2014-01-31,ae_4hr_pct,75.63740913529348,percent,Department of Health (NI)
Northern Ireland,NIR,2014-02,2014-02-28,ae_4hr_pct,74.99178124576976,percent,Department of Health (NI)
Northern Ireland,NIR,2014-03,2014-03-31,ae_4hr_pct,74.83714839800435,percent,Department of Health (NI)
Northern Ireland,NIR,2014-04,2014-04-30,ae_4hr_pct,76.75230730855574,percent,Department of Health (NI)
Northern Ireland,NIR,2014-05,2014-05-31,ae_4hr_pct,77.06910880440627,percent,Department of Health (NI)
Northern Ireland,NIR,2014-06,2014-06-30,ae_4hr_pct,79.06628927985591,percent,Department of Health (NI)
Northern Ireland,NIR,2014-07,2014-07-31,ae_4hr_pct,82.05592790943783,percent,Department of Health (NI)
Northern Ireland,NIR,2014-08,2014-08-31,ae_4hr_pct,78.64298570312765,percent,Department of Health (NI)
Northern Ireland,NIR,2014-09,2014-09-30,ae_4hr_pct,79.49718390335482,percent,Department of Health (NI)
Northern Ireland,NIR,2014-10,2014-10-31,ae_4hr_pct,79.25423956254089,percent,Department of Health (NI)
Northern Ireland,NIR,2014-11,2014-11-30,ae_4hr_pct,80.48929994411091,percent,Department of Health (NI)
Northern Ireland,NIR,2014-12,2014-12-31,ae_4hr_pct,76.68561140920643,percent,Department of Health (NI)
Northern Ireland,NIR,2015-01,2015-01-31,ae_4hr_pct,74.81105101167385,percent,Department of Health (NI)
Northern Ireland,NIR,2015-02,2015-02-28,ae_4hr_pct,71.437015145918,percent,Department of Health (NI)
Northern Ireland,NIR,2015-03,2015-03-31,ae_4hr_pct,73.72495446265937,percent,Department of Health (NI)
Northern Ireland,NIR,2015-04,2015-04-30,ae_4hr_pct,74.29920427906363,percent,Department of Health (NI)
Northern Ireland,NIR,2015-05,2015-05-31,ae_4hr_pct,75.75629363232494,percent,Department of Health (NI)
Northern Ireland,NIR,2015-06,2015-06-30,ae_4hr_pct,78.11001365642963,percent,Department of Health (NI)
Northern Ireland,NIR,2015-07,2015-07-31,ae_4hr_pct,81.03570896941831,percent,Department of Health (NI)
Northern Ireland,NIR,2015-08,2015-08-31,ae_4hr_pct,76.83715939389998,percent,Department of Health (NI)
Northern Ireland,NIR,2015-09,2015-09-30,ae_4hr_pct,78.0784123910939,percent,Department of Health (NI)
Northern Ireland,NIR,2015-10,2015-10-31,ae_4hr_pct,76.92234833535922,percent,Department of Health (NI)
Northern Ireland,NIR,2015-11,2015-11-30,ae_4hr_pct,75.33270355822934,percent,Department of Health (NI)
Northern Ireland,NIR,2015-12,2015-12-31,ae_4hr_pct,74.98127085745419,percent,Department of Health (NI)
Northern Ireland,NIR,2016-01,2016-01-31,ae_4hr_pct,74.25658309077602,percent,Department of Health (NI)
Northern Ireland,NIR,2016-02,2016-02-29,ae_4hr_pct,73.99452621741598,percent,Department of Health (NI)
Northern Ireland,NIR,2016-03,2016-03-31,ae_4hr_pct,73.4142239308025,percent,Department of Health (NI)
Northern Ireland,NIR,2016-04,2016-04-30,ae_4hr_pct,74.16040412859772,percent,Department of Health (NI)
Northern Ireland,NIR,2016-05,2016-05-31,ae_4hr_pct,75.10614001698241,percent,Department of Health (NI)
Northern Ireland,NIR,2016-06,2016-06-30,ae_4hr_pct,75.5563955246447,percent,Department of Health (NI)
Northern Ireland,NIR,2016-07,2016-07-31,ae_4hr_pct,76.0570907604766,percent,Department of Health (NI)
Northern Ireland,NIR,2016-08,2016-08-31,ae_4hr_pct,76.00553730071803,percent,Department of Health (NI)
Northern Ireland,NIR,2016-09,2016-09-30,ae_4hr_pct,76.37857043975819,percent,Department of Health (NI)
Northern Ireland,NIR,2016-10,2016-10-31,ae_4hr_pct,74.20605000452393,percent,Department of Health (NI)
Northern Ireland,NIR,2016-11,2016-11-30,ae_4hr_pct,73.98405536958877,percent,Department of Health (NI)
Northern Ireland,NIR,2016-12,2016-12-31,ae_4hr_pct,69.87534626038781,percent,Department of Health (NI)
Northern Ireland,NIR,2017-01,2017-01-31,ae_4hr_pct,72.02181687541845,percent,Department of Health (NI)
Northern Ireland,NIR,2017-02,2017-02-28,ae_4hr_pct,74.7568415548196,percent,Department of Health (NI)
Northern Ireland,NIR,2017-03,2017-03-31,ae_4hr_pct,74.7782113678549,percent,Department of Health (NI)
Northern Ireland,NIR,2017-04,2017-04-30,ae_4hr_pct,74.50980392156863,percent,Department of Health (NI)
Northern Ireland,NIR,2017-05,2017-05-31,ae_4hr_pct,76.92520125377999,percent,Department of Health (NI)
Northern Ireland,NIR,2017-06,2017-06-30,ae_4hr_pct,81.21386000976058,percent,Department of Health (NI)
Northern Ireland,NIR,2017-07,2017-07-31,ae_4hr_pct,80.67455603506609,percent,Department of Health (NI)
Northern Ireland,NIR,2017-08,2017-08-31,ae_4hr_pct,78.44332099545605,percent,Department of Health (NI)
Northern Ireland,NIR,2017-09,2017-09-30,ae_4hr_pct,74.2677760507147,percent,Department of Health (NI)
Northern Ireland,NIR,2017-10,2017-10-31,ae_4hr_pct,73.7805329111864,percent,Department of Health (NI)
Northern Ireland,NIR,2017-11,2017-11-30,ae_4hr_pct,73.54859501849266,percent,Department of Health (NI)
Northern Ireland,NIR,2017-12,2017-12-31,ae_4hr_pct,67.67700032244691,percent,Department of Health (NI)
Northern Ireland,NIR,2018-01,2018-01-31,ae_4hr_pct,66.07622538950163,percent,Department of Health (NI)
Northern Ireland,NIR,2018-02,2018-02-28,ae_4hr_pct,66.87687188019966,percent,Department of Health (NI)
Northern Ireland,NIR,2018-03,2018-03-31,ae_4hr_pct,65.12151542003805,percent,Department of Health (NI)
Northern Ireland,NIR,2018-04,2018-04-30,ae_4hr_pct,71.57538387135776,percent,Department of Health (NI)
Northern Ireland,NIR,2018-05,2018-05-31,ae_4hr_pct,73.2005407344056,percent,Department of Health (NI)
Northern Ireland,NIR,2018-06,2018-06-30,ae_4hr_pct,72.80945558739255,percent,Department of Health (NI)
Scotland,SCO,2007-07,2007-07-31,ae_4hr_pct,96.63490623109497,percent,Public Health Scotland
Scotland,SCO,2007-08,2007-08-31,ae_4hr_pct,96.33861699141714,percent,Public Health Scotland
Scotland,SCO,2007-09,2007-09-30,ae_4hr_pct,96.7225271784835,percent,Public Health Scotland
Scotland,SCO,2007-10,2007-10-31,ae_4hr_pct,97.09227170601089,percent,Public Health Scotland
Scotland,SCO,2007-11,2007-11-30,ae_4hr_pct,97.61378845980146,percent,Public Health Scotland
Scotland,SCO,2007-12,2007-12-31,ae_4hr_pct,97.81322524760566,percent,Public Health Scotland
Scotland,SCO,2008-01,2008-01-31,ae_4hr_pct,97.4232356206605,percent,Public Health Scotland
Scotland,SCO,2008-02,2008-02-29,ae_4hr_pct,97.91800290314958,percent,Public Health Scotland
Scotland,SCO,2008-03,2008-03-31,ae_4hr_pct,97.46996044480932,percent,Public Health Scotland
Scotland,SCO,2008-04,2008-04-30,ae_4hr_pct,97.71038345405904,percent,Public Health Scotland
Scotland,SCO,2008-05,2008-05-31,ae_4hr_pct,98.11886434627398,percent,Public Health Scotland
Scotland,SCO,2008-06,2008-06-30,ae_4hr_pct,98.19451503834169,percent,Public Health Scotland
Scotland,SCO,2008-07,2008-07-31,ae_4hr_pct,98.52658744448446,percent,Public Health Scotland
Scotland,SCO,2008-08,2008-08-31,ae_4hr_pct,97.80500666481126,percent,Public Health Scotland
Scotland,SCO,2008-09,2008-09-30,ae_4hr_pct,98.16854527573946,percent,Public Health Scotland
Scotland,SCO,2008-10,2008-10-31,ae_4hr_pct,98.11503602322644,percent,Public Health Scotland
Scotland,SCO,2008-11,2008-11-30,ae_4hr_pct,97.67681693541296,percent,Public Health Scotland
Scotland,SCO,2008-12,2008-12-31,ae_4hr_pct,96.63364177337445,percent,Public Health Scotland
Scotland,SCO,2009-01,2009-01-31,ae_4hr_pct,96.48261857564184,percent,Public Health Scotland
Scotland,SCO,2009-02,2009-02-28,ae_4hr_pct,97.31215690273459,percent,Public Health Scotland
Scotland,SCO,2009-03,2009-03-31,ae_4hr_pct,97.71152216183876,percent,Public Health Scotland
Scotland,SCO,2009-04,2009-04-30,ae_4hr_pct,97.31174649899353,percent,Public Health Scotland
Scotland,SCO,2009-05,2009-05-31,ae_4hr_pct,97.82074721225908,percent,Public Health Scotland
Scotland,SCO,2009-06,2009-06-30,ae_4hr_pct,97.93346066342724,percent,Public Health Scotland
Scotland,SCO,2009-07,2009-07-31,ae_4hr_pct,98.21291493589882,percent,Public Health Scotland
Scotland,SCO,2009-08,2009-08-31,ae_4hr_pct,98.02526571950041,percent,Public Health Scotland
Scotland,SCO,2009-09,2009-09-30,ae_4hr_pct,97.96012102212663,percent,Public Health Scotland
Scotland,SCO,2009-10,2009-10-31,ae_4hr_pct,97.41563306915029,percent,Public Health Scotland
Scotland,SCO,2009-11,2009-11-30,ae_4hr_pct,97.40381655894122,percent,Public Health Scotland
Scotland,SCO,2009-12,2009-12-31,ae_4hr_pct,97.17570800216066,percent,Public Health Scotland
Scotland,SCO,2010-01,2010-01-31,ae_4hr_pct,95.99367254632315,percent,Public Health Scotland
Scotland,SCO,2010-02,2010-02-28,ae_4hr_pct,96.3919206479956,percent,Public Health Scotland
Scotland,SCO,2010-03,2010-03-31,ae_4hr_pct,96.49733105777261,percent,Public Health Scotland
Scotland,SCO,2010-04,2010-04-30,ae_4hr_pct,97.13998959729823,percent,Public Health Scotland
Scotland,SCO,2010-05,2010-05-31,ae_4hr_pct,97.2353373904902,percent,Public Health Scotland
Scotland,SCO,2010-06,2010-06-30,ae_4hr_pct,97.39824544220733,percent,Public Health Scotland
Scotland,SCO,2010-07,2010-07-31,ae_4hr_pct,97.86226984292105,percent,Public Health Scotland
Scotland,SCO,2010-08,2010-08-31,ae_4hr_pct,96.96022943755932,percent,Public Health Scotland
Scotland,SCO,2010-09,2010-09-30,ae_4hr_pct,97.11556759130498,percent,Public Health Scotland
Scotland,SCO,2010-10,2010-10-31,ae_4hr_pct,96.76262538192681,percent,Public Health Scotland
Scotland,SCO,2010-11,2010-11-30,ae_4hr_pct,96.13799494387047,percent,Public Health Scotland
Scotland,SCO,2010-12,2010-12-31,ae_4hr_pct,94.83223019692217,percent,Public Health Scotland
Scotland,SCO,2011-01,2011-01-31,ae_4hr_pct,93.65177910255738,percent,Public Health Scotland
Scotland,SCO,2011-02,2011-02-28,ae_4hr_pct,94.96485259823302,percent,Public Health Scotland
Scotland,SCO,2011-03,2011-03-31,ae_4hr_pct,95.34603956808463,percent,Public Health Scotland
Scotland,SCO,2011-04,2011-04-30,ae_4hr_pct,95.88285960378984,percent,Public Health Scotland
Scotland,SCO,2011-05,2011-05-31,ae_4hr_pct,95.94375828623264,percent,Public Health Scotland
Scotland,SCO,2011-06,2011-06-30,ae_4hr_pct,95.99498004421648,percent,Public Health Scotland
Scotland,SCO,2011-07,2011-07-31,ae_4hr_pct,97.13837571593837,percent,Public Health Scotland
Scotland,SCO,2011-08,2011-08-31,ae_4hr_pct,96.99022680382933,percent,Public Health Scotland
Scotland,SCO,2011-09,2011-09-30,ae_4hr_pct,95.96711917494822,percent,Public Health Scotland
Scotland,SCO,2011-10,2011-10-31,ae_4hr_pct,95.89217518182969,percent,Public Health Scotland
Scotland,SCO,2011-11,2011-11-30,ae_4hr_pct,96.26655362707926,percent,Public Health Scotland
Scotland,SCO,2011-12,2011-12-31,ae_4hr_pct,94.66355646137188,percent,Public Health Scotland
